================ Training Loss (Thu Dec 28 20:11:50 2023) ================
(epoch: 1, iters: 100, time: 0.196, data: 0.233) D_A: 0.363 G_A: 0.339 cycle_A: 3.097 idt_A: 2.369 D_B: 0.360 G_B: 0.403 cycle_B: 4.685 idt_B: 1.615 
(epoch: 1, iters: 200, time: 0.198, data: 0.002) D_A: 0.350 G_A: 0.158 cycle_A: 2.637 idt_A: 1.234 D_B: 0.355 G_B: 0.360 cycle_B: 3.270 idt_B: 1.050 
(epoch: 1, iters: 300, time: 0.192, data: 0.002) D_A: 0.604 G_A: 0.614 cycle_A: 2.938 idt_A: 0.798 D_B: 0.280 G_B: 0.344 cycle_B: 1.750 idt_B: 1.503 
(epoch: 1, iters: 400, time: 0.484, data: 0.002) D_A: 0.235 G_A: 0.278 cycle_A: 2.351 idt_A: 1.317 D_B: 0.402 G_B: 0.425 cycle_B: 3.075 idt_B: 0.892 
(epoch: 1, iters: 500, time: 0.199, data: 0.001) D_A: 0.213 G_A: 0.337 cycle_A: 4.969 idt_A: 0.758 D_B: 0.240 G_B: 0.480 cycle_B: 1.823 idt_B: 2.482 
(epoch: 1, iters: 600, time: 0.194, data: 0.002) D_A: 0.219 G_A: 0.362 cycle_A: 2.150 idt_A: 1.425 D_B: 0.299 G_B: 0.521 cycle_B: 3.362 idt_B: 1.004 
(epoch: 1, iters: 700, time: 0.193, data: 0.001) D_A: 0.291 G_A: 0.408 cycle_A: 1.232 idt_A: 1.529 D_B: 0.211 G_B: 0.213 cycle_B: 3.290 idt_B: 0.572 
(epoch: 1, iters: 800, time: 0.349, data: 0.001) D_A: 0.188 G_A: 0.407 cycle_A: 1.841 idt_A: 0.635 D_B: 0.228 G_B: 0.351 cycle_B: 1.792 idt_B: 0.706 
================ Training Loss (Thu Dec 28 20:16:59 2023) ================
(epoch: 1, iters: 200, time: 0.143, data: 0.286) D_A: 0.849 G_A: 1.073 cycle_A: 2.890 idt_A: 2.168 D_B: 0.464 G_B: 0.415 cycle_B: 4.380 idt_B: 1.269 
(epoch: 1, iters: 400, time: 0.187, data: 0.005) D_A: 0.408 G_A: 0.406 cycle_A: 2.563 idt_A: 1.196 D_B: 0.316 G_B: 0.337 cycle_B: 2.485 idt_B: 1.159 
(epoch: 1, iters: 600, time: 0.146, data: 0.003) D_A: 0.319 G_A: 0.388 cycle_A: 2.551 idt_A: 1.212 D_B: 0.272 G_B: 0.415 cycle_B: 2.634 idt_B: 1.124 
================ Training Loss (Thu Dec 28 20:18:47 2023) ================
================ Training Loss (Thu Dec 28 20:19:04 2023) ================
================ Training Loss (Thu Dec 28 20:19:17 2023) ================
================ Training Loss (Thu Dec 28 20:19:34 2023) ================
================ Training Loss (Thu Dec 28 20:19:47 2023) ================
(epoch: 1, iters: 200, time: 0.144, data: 0.341) D_A: 0.943 G_A: 0.997 cycle_A: 2.443 idt_A: 1.754 D_B: 0.497 G_B: 0.492 cycle_B: 3.609 idt_B: 1.163 
================ Training Loss (Thu Dec 28 20:20:28 2023) ================
================ Training Loss (Thu Dec 28 20:20:50 2023) ================
(epoch: 1, iters: 700, time: 0.130, data: 0.407) D_A: 0.386 G_A: 0.389 cycle_A: 2.447 idt_A: 1.411 D_B: 0.586 G_B: 0.613 cycle_B: 3.138 idt_B: 1.127 
(epoch: 2, iters: 56, time: 0.128, data: 0.019) D_A: 0.761 G_A: 0.831 cycle_A: 2.099 idt_A: 1.139 D_B: 0.273 G_B: 0.299 cycle_B: 2.434 idt_B: 0.987 
(epoch: 2, iters: 756, time: 0.129, data: 0.005) D_A: 0.289 G_A: 0.387 cycle_A: 2.393 idt_A: 1.007 D_B: 0.288 G_B: 0.340 cycle_B: 2.451 idt_B: 1.053 
(epoch: 3, iters: 112, time: 0.148, data: 0.003) D_A: 0.237 G_A: 0.319 cycle_A: 2.220 idt_A: 1.054 D_B: 0.284 G_B: 0.399 cycle_B: 2.335 idt_B: 0.963 
(epoch: 3, iters: 812, time: 0.129, data: 0.005) D_A: 0.261 G_A: 0.396 cycle_A: 1.976 idt_A: 1.100 D_B: 0.265 G_B: 0.316 cycle_B: 2.346 idt_B: 0.895 
(epoch: 4, iters: 168, time: 0.129, data: 0.004) D_A: 0.209 G_A: 0.355 cycle_A: 1.969 idt_A: 0.920 D_B: 0.249 G_B: 0.382 cycle_B: 2.035 idt_B: 0.901 
(epoch: 4, iters: 868, time: 0.130, data: 0.004) D_A: 0.316 G_A: 0.472 cycle_A: 2.009 idt_A: 0.928 D_B: 0.233 G_B: 0.381 cycle_B: 2.061 idt_B: 0.899 
